"municipio_ibge","municipio","nome","unidade","endereco","bairro","esportes_confirmados","google_maps_url","google_place_id","fonte_oficial_url","outra_fonte_url","conferido_em","status","id_existente","foto_url","foto_autor","foto_permissao_ou_licenca","foto_fonte","foto_largura","foto_altura","divergencias"
"3548708","São Bernardo do Campo","Arena ABC Beach Sports","","Rua Haydee, 49","Vila Jordanópolis","beach-tennis","https://www.google.com/maps/search/?api=1&query=Arena+ABC+Beach+Sports%2C+Rua+Haydee%2C+49%2C+S%C3%A3o+Bernardo+do+Campo","","https://abcbeachsports-br.matchpoint.com.es/Pages/11-o_clube_arena_abc_beach_sports","https://totalpass.com/br/academias/arena-abc-beach-tennis-d2371436-ebae-4384-a6f1-e7b92f4a9116/","2026-09-13","importado no principal; foto pendente","6a65c9a5-c383-5a3f-aa9c-f6f90dc213c5","","","Pendente; nenhuma foto copiada neste lote","","","","Entrada divulgada pelo clube e pela TotalPass: 49. O registro empresarial informa 61 no mesmo logradouro."
"3548807","São Caetano do Sul","Arena Beach São Caetano","","Rua Rafael Corrêa Sampaio, 485","Santo Antônio","beach-tennis","https://www.google.com/maps/search/?api=1&query=Arena+Beach+S%C3%A3o+Caetano%2C+Rua+Rafael+Corr%C3%AAa+Sampaio%2C+485%2C+S%C3%A3o+Caetano+do+Sul","","https://arenasaocaetano.net.br/","","2026-09-13","importado no principal; foto pendente","4e06fc52-1f5f-5723-9a43-8765913a64ef","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3534401","Osasco","Estação Praia Mar","","Rua General Bittencourt, 363","Centro","futevolei; volei-praia","https://www.google.com/maps/search/?api=1&query=Esta%C3%A7%C3%A3o+Praia+Mar%2C+Rua+General+Bittencourt%2C+363%2C+Osasco","","https://www.estacaopraiamar.com.br/","","2026-09-13","importado no principal; foto pendente","291772aa-d85b-5077-87d7-9ee4f01943cc","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3548500","Santos","Arena Santista de Beach Tennis","","Rua Doutor Batista Pereira, 313","Macuco","beach-tennis","https://www.google.com/maps/search/?api=1&query=Arena+Santista+de+Beach+Tennis%2C+Rua+Doutor+Batista+Pereira%2C+313%2C+Santos","","https://arenasantista.com.br/page.aspx?id=9&title=o_clube_arena_santista_de_beach_tennis","","2026-09-13","importado no principal; foto pendente","286b79d9-875e-51a9-89cd-5b91093f930a","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3550308","São Paulo","Riplay Ma Kai","","Avenida Menotti Laudisio, 734","Jardim Cidade Pirituba","futevolei; beach-tennis; volei-praia","https://www.google.com/maps/search/?api=1&query=Riplay+Ma+Kai%2C+Avenida+Menotti+Laudisio%2C+734%2C+S%C3%A3o+Paulo","","https://riplaysports.com.br/makai/","","2026-09-13","importado no principal; foto pendente","0dde66e9-1913-57de-890a-f779dfb27e2a","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3550308","São Paulo","Riplay Aclimação","","Rua Robertson, 303","Cambuci","futevolei; beach-tennis; volei-praia","https://www.google.com/maps/search/?api=1&query=Riplay+Aclima%C3%A7%C3%A3o%2C+Rua+Robertson%2C+303%2C+S%C3%A3o+Paulo","","https://totalpass.com/br/academias/riplay-aclimacao-b5f37fc6-9c32-4057-8a12-1025bf05a06f/","https://riplaysports.com.br/unidades/","2026-09-13","importado no principal; foto pendente","245fd332-a864-5fc1-a56f-0264cdb350b0","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3513009","Cotia","Riplay Granja Viana","","Estrada da Aldeia, 699","Granja Viana","futevolei; beach-tennis; volei-praia","https://www.google.com/maps/search/?api=1&query=Riplay+Granja+Viana%2C+Estrada+da+Aldeia%2C+699%2C+Cotia","","https://embed.letzplay.me/open-riplay/tourneys/57839","https://riplaysports.com.br/unidades/; https://bio.site/riplaygranjaviana","2026-09-13","importado no principal; foto pendente","415223fa-3b4f-5d97-9784-12db15b63966","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3513009","Cotia","Riplay Raposo","","Rua Dom Joaquim, 1148","Granja Viana","beach-tennis","https://www.google.com/maps/search/?api=1&query=Riplay+Raposo%2C+Rua+Dom+Joaquim%2C+1148%2C+Cotia","","https://riplaysports.com.br/unidades/","https://app.letzplay.me/LBA/tourneys/62108","2026-09-13","importado no principal; foto pendente","8f0b1640-b68e-5aa3-af83-f12f2e8c7683","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3550308","São Paulo","Arena Higienópolis","","Rua Rosa e Silva, 222","Santa Cecília","beach-tennis","https://www.google.com/maps/search/?api=1&query=Arena+Higien%C3%B3polis%2C+Rua+Rosa+e+Silva%2C+222%2C+S%C3%A3o+Paulo","","https://arenahigienopolis.com.br/","","2026-09-13","importado no principal; foto pendente","d374e6c1-867b-56dd-a65a-5d1755253bd5","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3550308","São Paulo","Winner Tennis & Beach Saúde","","Rua Caramuru, 1606","Saúde","beach-tennis","https://www.google.com/maps/search/?api=1&query=Winner+Tennis+%26+Beach+Sa%C3%BAde%2C+Rua+Caramuru%2C+1606%2C+S%C3%A3o+Paulo","","https://winnertennis.com.br/","","2026-09-13","importado no principal; foto pendente","17769803-f6d0-5a51-9e7d-3b4f27596677","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3537602","Peruíbe","Arena Peruíbe","","Rua Professora Rosa Emília Neves Costa, 139","Centro","beach-tennis","https://www.google.com/maps/search/?api=1&query=Arena+Peru%C3%ADbe%2C+Rua+Professora+Rosa+Em%C3%ADlia+Neves+Costa%2C+139%2C+Peru%C3%ADbe","","https://spbttour.com.br/onde-tem-play/","","2026-09-13","importado no principal; foto pendente","8fdcee9e-a9df-5486-83b6-ef0e1dc44053","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3550308","São Paulo","Arena NFP Tatuapé","","Rua São Jorge, 400","Tatuapé","beach-tennis","https://www.google.com/maps/search/?api=1&query=Arena+NFP+Tatuap%C3%A9%2C+Rua+S%C3%A3o+Jorge%2C+400%2C+S%C3%A3o+Paulo","","https://spbttour.com.br/onde-tem-play/","","2026-09-13","importado no principal; foto pendente","6f0da469-a8d8-5663-9a0c-a54d62ec2beb","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3541000","Praia Grande","Personalytte Beach Sports","","Rua Rio de Janeiro, 45","Não informado","beach-tennis","https://www.google.com/maps/search/?api=1&query=Personalytte+Beach+Sports%2C+Rua+Rio+de+Janeiro%2C+45%2C+Praia+Grande","","https://spbttour.com.br/onde-tem-play/","","2026-09-13","importado no principal; foto pendente","2df75f61-b89e-5b34-bceb-028e50223e14","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3518701","Guarujá","Arena Guarujá Esportes","","Avenida Primavera, 214","Jardim Primavera","beach-tennis","https://www.google.com/maps/search/?api=1&query=Arena+Guaruj%C3%A1+Esportes%2C+Avenida+Primavera%2C+214%2C+Guaruj%C3%A1","","https://spbttour.com.br/onde-tem-play/","","2026-09-13","importado no principal; foto pendente","d6bbaa39-33c8-56cf-901f-cea864d0616c","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3548500","Santos","G3 Beach Tennis","","Avenida Presidente Wilson, s/n","José Menino","beach-tennis","https://www.google.com/maps/search/?api=1&query=G3+Beach+Tennis%2C+Avenida+Presidente+Wilson%2C+s%2Fn%2C+Santos","","https://spbttour.com.br/onde-tem-play/","","2026-09-13","importado no principal; foto pendente","098674b3-214c-5ba3-81a8-a434ecca904e","","","Pendente; nenhuma foto copiada neste lote","","","","Quadras na praia; a fonte não informa número de entrada."
"3549805","São José do Rio Preto","Arena Vigna","","Rua Waldivino Borges de Carvalho, 535","Estância Jockey Clube","futevolei; beach-tennis","https://www.google.com/maps/search/?api=1&query=Arena+Vigna%2C+Rua+Waldivino+Borges+de+Carvalho%2C+535%2C+S%C3%A3o+Jos%C3%A9+do+Rio+Preto","","https://letzplay.me/arenavignabeachsports/tourneys/60224","https://futevoleisp.com.br/onde-jogar/","2026-09-13","importado no principal; foto pendente","d6a820bf-6473-5494-8361-ff1fa7083a22","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3509502","Campinas","TS2 Brasil","","Rua Josefina Gori Fiorani, 135","Parque das Universidades","futevolei","https://www.google.com/maps/search/?api=1&query=TS2+Brasil%2C+Rua+Josefina+Gori+Fiorani%2C+135%2C+Campinas","","https://futevoleisp.com.br/onde-jogar/","","2026-09-13","importado no principal; foto pendente","66d3221e-7349-58de-be92-37d76eab7199","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3537602","Peruíbe","Arena Futevôlei Peruíbe","","Avenida Governador Mário Covas Júnior, 2390","Jardim Marina","futevolei","https://www.google.com/maps/search/?api=1&query=Arena+Futev%C3%B4lei+Peru%C3%ADbe%2C+Avenida+Governador+M%C3%A1rio+Covas+J%C3%BAnior%2C+2390%2C+Peru%C3%ADbe","","https://futevoleisp.com.br/onde-jogar/","","2026-09-13","importado no principal; foto pendente","8ee5c8ba-551d-52bd-bcd6-00d2cc59d31e","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3548708","São Bernardo do Campo","Arena Marco Zero","","Avenida Kennedy, 1155","Parque Anchieta","futevolei","https://www.google.com/maps/search/?api=1&query=Arena+Marco+Zero%2C+Avenida+Kennedy%2C+1155%2C+S%C3%A3o+Bernardo+do+Campo","","https://futevoleisp.com.br/onde-jogar/","","2026-09-13","importado no principal; foto pendente","abfc0d44-6916-519e-87d9-43dd7832ca64","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3548708","São Bernardo do Campo","Planet Society Rudge Ramos","","Rua do Sacramento, 833","Rudge Ramos","futevolei","https://www.google.com/maps/search/?api=1&query=Planet+Society+Rudge+Ramos%2C+Rua+do+Sacramento%2C+833%2C+S%C3%A3o+Bernardo+do+Campo","","https://futevoleisp.com.br/onde-jogar/","","2026-09-13","importado no principal; foto pendente","60baca71-6fa4-59bf-acde-018efeaf9a6c","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3548708","São Bernardo do Campo","Planet Society Centro","","Rua André Coppini, 105","Centro","futevolei","https://www.google.com/maps/search/?api=1&query=Planet+Society+Centro%2C+Rua+Andr%C3%A9+Coppini%2C+105%2C+S%C3%A3o+Bernardo+do+Campo","","https://futevoleisp.com.br/onde-jogar/","","2026-09-13","importado no principal; foto pendente","f5c49cf0-7dfe-587e-8b6d-4a03de978be6","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3550308","São Paulo","Orra Meu Beach","","Rua Barretos, 695","Mooca","futevolei","https://www.google.com/maps/search/?api=1&query=Orra+Meu+Beach%2C+Rua+Barretos%2C+695%2C+S%C3%A3o+Paulo","","https://futevoleisp.com.br/onde-jogar/","","2026-09-13","importado no principal; foto pendente","0237f8d6-ec0a-586a-ae94-05afb57e67d1","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3550308","São Paulo","Operários Beach Sports","","Rua Juvenal Gomes Coimbra, 64","Vila Maria","futevolei","https://www.google.com/maps/search/?api=1&query=Oper%C3%A1rios+Beach+Sports%2C+Rua+Juvenal+Gomes+Coimbra%2C+64%2C+S%C3%A3o+Paulo","","https://futevoleisp.com.br/onde-jogar/","","2026-09-13","importado no principal; foto pendente","acae79c5-3978-588f-b176-fffb1295b7fa","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3551009","São Vicente","CT Futevôlei SV","","Avenida Embaixador Pedro de Toledo, 53","Gonzaguinha","futevolei","https://www.google.com/maps/search/?api=1&query=CT+Futev%C3%B4lei+SV%2C+Avenida+Embaixador+Pedro+de+Toledo%2C+53%2C+S%C3%A3o+Vicente","","https://futevoleisp.com.br/onde-jogar/","","2026-09-13","importado no principal; foto pendente","a5b82aad-5783-5c75-bf29-97ef9fa5b4b9","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3556701","Vinhedo","RS Sand Sports","","Rua Bangu, 208","Marambaia","futevolei","https://www.google.com/maps/search/?api=1&query=RS+Sand+Sports%2C+Rua+Bangu%2C+208%2C+Vinhedo","","https://futevoleisp.com.br/onde-jogar/","","2026-09-13","importado no principal; foto pendente","37a802eb-5503-57fe-93c7-69b455b7a170","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3507506","Botucatu","Haka Beach Sports","","Rua José Benedito Nogueira, 10","Jardim Tropical","beach-tennis","https://www.google.com/maps/search/?api=1&query=Haka+Beach+Sports%2C+Rua+Jos%C3%A9+Benedito+Nogueira%2C+10%2C+Botucatu","","https://www.botucatu.sp.gov.br/arquivos/jogos_regionais_btu_2024_boletim_01_28-06_com_mascote_11023501.pdf","https://www.solutudo.com.br/empresas/sp/botucatu/beach%2Btennis","2026-09-13","importado no principal; foto pendente","98d5147a-7e3a-53f3-92b0-cb7d2859c95a","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3510500","Caraguatatuba","Arena Nacional Caraguatatuba","","Avenida José Herculano, 1086 — Serramar Shopping","Pontal de Santa Marina","futevolei; beach-tennis; volei-praia","https://www.google.com/maps/search/?api=1&query=Arena+Nacional+Caraguatatuba%2C+Avenida+Jos%C3%A9+Herculano%2C+1086+%E2%80%94+Serramar+Shopping%2C+Caraguatatuba","","https://totalpass.com/br/academias/arena-nacional-caraguatatuba/","https://tenis-integrado-prod.s3.amazonaws.com/sync-prod/id278108/anexos/anexo_1756748465.pdf","2026-09-13","importado no principal; foto pendente","c70b198b-2c49-5a2e-935d-ae4d1effb447","","","Pendente; nenhuma foto copiada neste lote","","","","Localização no Serramar Shopping confirmada na ficha da Federação Paulista. A TotalPass usa Jardim Britânia para o bairro."
"3555406","Ubatuba","Arena Ubatuba Sand Sports","","Rua Cunhambebe, 179","Centro","beach-tennis","https://www.google.com/maps/search/?api=1&query=Arena+Ubatuba+Sand+Sports%2C+Rua+Cunhambebe%2C+179%2C+Ubatuba","","https://www.ubatuba.sp.gov.br/noticias/circuito-arena-ubatuba/","https://app.letzplay.me/SmashSports/tourneys/21036","2026-09-13","importado no principal; foto pendente","bec49b11-bb6a-5bc9-8912-9c1e5ae8d9ce","","","Pendente; nenhuma foto copiada neste lote","","","",""
"3520400","Ilhabela","Arena Ilhabela","","Avenida Ernesto de Oliveira, 847","Não informado","beach-tennis","https://www.google.com/maps/search/?api=1&query=Arena+Ilhabela%2C+Avenida+Ernesto+de+Oliveira%2C+847%2C+Ilhabela","","https://letzplay.me/ilhabela/tourneys/37904","","2026-09-13","importado no principal; foto pendente","7d8538cd-a206-5016-af39-b1e565387a61","","","Pendente; nenhuma foto copiada neste lote","","","",""
